URL,Question,Answer,Similarity
https://wiki.umiacs.umd.edu/umiacs/index.php/KVM,What is KVM and what type of hardware does it require?,KVM (Kernel-based Virtual Machine) is a full virtualization solution for Linux on x86 hardware containing virtualization extensions (Intel VT or AMD-V).,0.7225034236907959
https://wiki.umiacs.umd.edu/umiacs/index.php/KVM,What are the names of the kernel modules associated with KVM?,"The kernel consists of a loadable kernel module, kvm.ko, and a processor specific module, which can be either kvm-intel.ko or kvm-amd.ko.",0.6017423272132874
https://wiki.umiacs.umd.edu/umiacs/index.php/KVM,As of which Linux version is the KVM kernel component included in mainline Linux?,The kernel component of KVM is included in mainline Linux as of version 2.6.20.,0.5330049991607666
https://wiki.umiacs.umd.edu/umiacs/index.php/KVM,What is the recommended storage for the system image of a virtual machine using KVM?,The system image for the virtual machine should be on local disk space.,0.40253496170043945
https://wiki.umiacs.umd.edu/umiacs/index.php/KVM,What can happen if a running virtual machine is placed on networked file space?,Putting a running virtual machine on networked file space will result in poor performance for both the virtual machine and other users of the filespace.,0.47449392080307007
https://wiki.umiacs.umd.edu/umiacs/index.php/KVM,What steps should UMIACS Staff follow to start using KVM on a machine?,"UMIACS Staff will first need to install the requisite packages and set a baseline configuration, followed by contacting staff with a brief explanation of the goals for running a local virtual machine.",0.4391942024230957
https://wiki.umiacs.umd.edu/umiacs/index.php/KVM,What user group must Ubuntu users belong to in order to use KVM?,Ubuntu requires users to be in the kvm group on the local host.,0.4444003105163574
https://wiki.umiacs.umd.edu/umiacs/index.php/KVM,Which program is used to initialize and manage virtual machines after the required packages are installed?,'virt-manager' is the program used to initialize and manage virtual machines.,0.4784585237503052
https://wiki.umiacs.umd.edu/umiacs/index.php/KVM,What networking mode does KVM provide by default?,"The default networking mode provided by KVM is usermode networking, which offers a NAT connection to the outside world.",0.4768359363079071
https://wiki.umiacs.umd.edu/umiacs/index.php/KVM,What command is used in the terminal to bring up the graphical interface for managing virtual machines?,The command is 'virt-manager -c qemu:///session'.,0.3526487946510315
